HISTID,Year,Month,Day,Hour,Minute,P1,P2
7690,2016,6,23,16,15,0.8909999999999999,3.187
7690,2016,6,23,16,20,0.8909999999999999,3.187
7690,2016,6,23,16,25,0.8909999999999999,3.187
7690,2016,6,23,16,30,0.8909999999999999,3.187
7690,2016,6,23,16,35,0.8909999999999999,3.187
7690,2016,6,23,16,40,0.8909999999999999,3.187
7690,2016,6,23,16,45,0.8909999999999999,3.187
7690,2016,6,23,16,50,0.8909999999999999,3.187
7690,2016,6,23,16,55,0.8909999999999999,3.187
7690,2016,6,23,17,0,0.8909999999999999,3.187
7690,2016,6,23,17,5,0.8909999999999999,3.187
7690,2016,6,23,17,10,0.8909999999999999,3.187
7690,2016,6,23,17,15,0.8909999999999999,3.187
7690,2016,6,23,17,20,0.8909999999999999,3.187
7690,2016,6,23,17,25,0.8909999999999999,3.187
7690,2016,6,23,17,30,0.8909999999999999,3.187
7690,2016,6,23,17,35,0.8909999999999999,3.187
7690,2016,6,23,17,40,0.8909999999999999,3.187
7690,2016,6,23,17,45,0.8909999999999999,3.187
7690,2016,6,23,17,50,0.8909999999999999,3.187
7690,2016,6,23,17,55,0.8909999999999999,3.187
7690,2016,6,23,18,0,0.8909999999999999,3.187
7690,2016,6,23,18,5,0.8909999999999999,3.187
7690,2016,6,23,18,10,0.8909999999999999,3.187
7690,2016,6,23,18,15,0.8909999999999999,3.187
7690,2016,6,23,18,20,0.8909999999999999,3.187
7690,2016,6,23,18,25,0.8909999999999999,3.187
7690,2016,6,23,18,30,0.8909999999999999,3.187
7690,2016,6,23,18,35,0.8909999999999999,3.187
7690,2016,6,23,18,40,0.8909999999999999,3.187
7690,2016,6,23,18,45,0.8909999999999999,3.187
7690,2016,6,23,18,50,0.8909999999999999,3.187
7690,2016,6,23,18,55,0.0,0.0
7690,2016,6,23,19,0,0.0,0.0
7690,2016,6,23,19,5,0.0,0.0
7690,2016,6,23,19,10,0.0,0.0
7690,2016,6,23,19,15,0.0,0.0
7690,2016,6,23,19,20,0.0,0.0
7690,2016,6,23,19,25,0.0,0.0
7690,2016,6,23,19,30,0.0,0.0
7690,2016,6,23,19,35,0.0,0.0
7690,2016,6,23,19,40,0.0,0.0
7690,2016,6,23,19,45,0.0,0.0
7690,2016,6,23,19,50,0.0,0.0
7690,2016,6,23,19,55,0.0,0.0
7690,2016,6,23,20,0,0.0,0.0
7690,2016,6,23,20,5,0.0,0.0
7690,2016,6,23,20,10,0.0,0.0
7690,2016,6,23,20,15,0.0,0.0
7690,2016,6,23,20,20,0.0,0.0
7690,2016,6,23,20,25,0.0,0.0
7690,2016,6,23,20,30,0.0,0.0
7690,2016,6,23,20,35,0.0,0.0
7690,2016,6,23,20,40,0.0,0.0
7690,2016,6,23,20,45,0.0,0.0
7690,2016,6,23,20,50,0.0,0.0
7690,2016,6,23,20,55,0.0,0.0
7690,2016,6,23,21,0,0.0,0.0
7690,2016,6,23,21,5,0.0,0.0
7690,2016,6,23,21,10,0.0,0.0
7690,2016,6,23,21,15,0.0,0.0
7690,2016,6,23,21,20,0.0,0.0
7690,2016,6,23,21,25,0.0,0.0
7690,2016,6,23,21,30,0.0,0.0
7690,2016,6,23,21,35,0.0,0.0
7690,2016,6,23,21,40,0.0,0.0
7690,2016,6,23,21,45,0.0,0.0
7690,2016,6,23,21,50,0.0,0.0
7690,2016,6,23,21,55,0.0,0.0
7690,2016,6,23,22,0,0.0,0.0
7690,2016,6,23,22,5,0.0,0.0
7690,2016,6,23,22,10,0.0,0.0
7690,2016,6,23,22,15,0.0,0.0
7690,2016,6,23,22,20,0.0,0.0
7690,2016,6,23,22,25,0.0,0.0
7690,2016,6,23,22,30,0.0,0.0
7690,2016,6,23,22,35,0.0,0.0
7690,2016,6,23,22,40,0.0,0.0
7690,2016,6,23,22,45,0.0,0.0
7690,2016,6,23,22,50,0.0,0.0
7690,2016,6,23,22,55,0.0,0.0
7690,2016,6,23,23,0,0.0,0.0
7690,2016,6,23,23,5,0.0,0.0
7690,2016,6,23,23,10,0.0,0.0
7690,2016,6,23,23,15,0.0,0.0
7690,2016,6,23,23,20,0.0,0.0
7690,2016,6,23,23,25,0.0,0.0
7690,2016,6,23,23,30,0.0,0.0
7690,2016,6,23,23,35,0.0,0.0
7690,2016,6,23,23,40,0.0,0.0
7690,2016,6,23,23,45,0.0,0.0
7690,2016,6,23,23,50,0.0,0.0
7690,2016,6,23,23,55,0.0,0.0
7690,2016,6,24,0,0,0.0,0.0
7690,2016,6,24,0,5,0.0,0.0
7690,2016,6,24,0,10,0.0,0.0
7690,2016,6,24,0,15,0.0,0.0
7690,2016,6,24,0,20,0.0,0.0
7690,2016,6,24,0,25,0.0,0.0
7690,2016,6,24,0,30,0.0,0.0
7690,2016,6,24,0,35,0.0,0.0
7690,2016,6,24,0,40,0.0,0.0
7690,2016,6,24,0,45,0.0,0.0
7690,2016,6,24,0,50,0.0,0.0
7690,2016,6,24,0,55,0.0,0.0
7690,2016,6,24,1,0,0.0,0.0
7690,2016,6,24,1,5,0.0,0.0
7690,2016,6,24,1,10,0.0,0.0
7690,2016,6,24,1,15,0.0,0.0
7690,2016,6,24,1,20,0.0,0.0
7690,2016,6,24,1,25,0.0,0.0
7690,2016,6,24,1,30,0.0,0.0
7690,2016,6,24,1,35,0.0,0.0
7690,2016,6,24,1,40,0.0,0.0
7690,2016,6,24,1,45,0.0,0.0
7690,2016,6,24,1,50,0.0,0.0
7690,2016,6,24,1,55,0.0,0.0
7690,2016,6,24,2,0,0.0,0.0
7690,2016,6,24,2,5,0.0,0.0
7690,2016,6,24,2,10,0.0,0.0
7690,2016,6,24,2,15,0.0,0.0
7690,2016,6,24,2,20,0.0,0.0
7690,2016,6,24,2,25,0.0,0.0
7690,2016,6,24,2,30,0.0,0.0
7690,2016,6,24,2,35,0.0,0.0
7690,2016,6,24,2,40,0.0,0.0
7690,2016,6,24,2,45,0.0,0.0
7690,2016,6,24,2,50,0.0,0.0
7690,2016,6,24,2,55,0.0,0.0
7690,2016,6,24,3,0,0.0,0.0
7690,2016,6,24,3,5,0.0,0.0
7690,2016,6,24,3,10,0.0,0.0
7690,2016,6,24,3,15,0.0,0.0
7690,2016,6,24,3,20,0.0,0.0
7690,2016,6,24,3,25,0.0,0.0
7690,2016,6,24,3,30,0.0,0.0
7690,2016,6,24,3,35,0.0,0.0
7690,2016,6,24,3,40,0.0,0.0
7690,2016,6,24,3,45,0.0,0.0
7690,2016,6,24,3,50,0.0,0.0
7690,2016,6,24,3,55,0.0,0.0
7690,2016,6,24,4,0,0.0,0.0
7690,2016,6,24,4,5,0.0,0.0
7690,2016,6,24,4,10,0.0,0.0
7690,2016,6,24,4,15,0.0,0.0
7690,2016,6,24,4,20,0.0,0.0
7690,2016,6,24,4,25,0.0,0.0
7690,2016,6,24,4,30,0.0,0.0
7690,2016,6,24,4,35,0.0,0.0
7690,2016,6,24,4,40,0.0,0.0
7690,2016,6,24,4,45,0.0,0.0
7690,2016,6,24,4,50,0.0,0.0
7690,2016,6,24,4,55,0.0,0.0
7690,2016,6,24,5,0,0.0,0.0
7690,2016,6,24,5,5,0.0,0.0
7690,2016,6,24,5,10,0.0,0.0
7690,2016,6,24,5,15,0.0,0.0
7690,2016,6,24,5,20,0.0,0.0
7690,2016,6,24,5,25,0.0,0.0
7690,2016,6,24,5,30,0.0,0.0
7690,2016,6,24,5,35,0.0,0.0
7690,2016,6,24,5,40,0.0,0.0
7690,2016,6,24,5,45,0.0,0.0
7690,2016,6,24,5,50,0.0,0.0
7690,2016,6,24,5,55,0.0,0.0
7690,2016,6,24,6,0,0.0,0.0
7690,2016,6,24,6,5,0.0,0.0
7690,2016,6,24,6,10,0.0,0.0
7690,2016,6,24,6,15,0.0,0.0
7690,2016,6,24,6,20,0.0,0.0
7690,2016,6,24,6,25,0.0,0.0
7690,2016,6,24,6,30,0.0,0.0
7690,2016,6,24,6,35,0.0,0.0
7690,2016,6,24,6,40,0.0,0.0
7690,2016,6,24,6,45,0.0,0.0
7690,2016,6,24,6,50,0.0,0.0
7690,2016,6,24,6,55,0.0,0.0
7690,2016,6,24,7,0,0.0,0.0
7690,2016,6,24,7,5,0.0,0.0
7690,2016,6,24,7,10,0.0,0.0
7690,2016,6,24,7,15,0.0,0.0
7690,2016,6,24,7,20,0.0,0.0
7690,2016,6,24,7,25,0.0,0.0
7690,2016,6,24,7,30,0.0,0.0
7690,2016,6,24,7,35,0.0,0.0
7690,2016,6,24,7,40,0.0,0.0
7690,2016,6,24,7,45,0.0,0.0
7690,2016,6,24,7,50,0.0,0.0
7690,2016,6,24,7,55,0.0,0.0
7690,2016,6,24,8,0,0.0,0.0
7690,2016,6,24,8,5,0.0,0.0
7690,2016,6,24,8,10,0.0,0.0
7690,2016,6,24,8,15,0.0,0.0
7690,2016,6,24,8,20,0.0,0.0
7690,2016,6,24,8,25,0.0,0.0
7690,2016,6,24,8,30,0.0,0.0
7690,2016,6,24,8,35,0.0,0.0
7690,2016,6,24,8,40,0.0,0.0
7690,2016,6,24,8,45,0.0,0.0
7690,2016,6,24,8,50,0.0,0.0
7690,2016,6,24,8,55,0.0,0.0
7690,2016,6,24,9,0,0.0,0.0
7690,2016,6,24,9,5,0.0,0.0
7690,2016,6,24,9,10,0.0,0.0
7690,2016,6,24,9,15,0.0,0.0
7690,2016,6,24,9,20,0.0,0.0
7690,2016,6,24,9,25,0.0,0.0
7690,2016,6,24,9,30,0.0,0.0
7690,2016,6,24,9,35,0.0,0.0
7690,2016,6,24,9,40,0.0,0.0
7690,2016,6,24,9,45,0.0,0.0
7690,2016,6,24,9,50,0.0,0.0
7690,2016,6,24,9,55,0.0,0.0
7690,2016,6,24,10,0,0.0,0.0
7690,2016,6,24,10,5,0.0,0.0
7690,2016,6,24,10,10,0.0,0.0
7690,2016,6,24,10,15,0.0,0.0
7690,2016,6,24,10,20,0.0,0.0
7690,2016,6,24,10,25,0.0,0.0
7690,2016,6,24,10,30,0.0,0.0
7690,2016,6,24,10,35,0.0,0.0
7690,2016,6,24,10,40,0.0,0.0
7690,2016,6,24,10,45,0.0,0.0
7690,2016,6,24,10,50,0.0,0.0
7690,2016,6,24,10,55,0.0,0.0
7690,2016,6,24,11,0,0.0,0.0
7690,2016,6,24,11,5,0.0,0.0
7690,2016,6,24,11,10,0.0,0.0
7690,2016,6,24,11,15,0.0,0.0
7690,2016,6,24,11,20,0.0,0.0
7690,2016,6,24,11,25,0.0,0.0
7690,2016,6,24,11,30,0.0,0.0
7690,2016,6,24,11,35,0.0,0.0
7690,2016,6,24,11,40,0.0,0.0
7690,2016,6,24,11,45,0.0,0.0
7690,2016,6,24,11,50,0.0,0.0
7690,2016,6,24,11,55,0.0,0.0
7690,2016,6,24,12,0,0.0,0.0
7690,2016,6,24,12,5,0.0,0.0
7690,2016,6,24,12,10,0.0,0.0
7690,2016,6,24,12,15,0.0,0.0
7690,2016,6,24,12,20,0.0,0.0
7690,2016,6,24,12,25,0.0,0.0
7690,2016,6,24,12,30,0.0,0.0
7690,2016,6,24,12,35,0.0,0.0
7690,2016,6,24,12,40,0.0,0.0
7690,2016,6,24,12,45,0.0,0.0
7690,2016,6,24,12,50,0.0,0.0
7690,2016,6,24,12,55,0.0,0.0
7690,2016,6,24,13,0,0.0,0.0
7690,2016,6,24,13,5,0.0,0.0
7690,2016,6,24,13,10,0.0,0.0
7690,2016,6,24,13,15,0.0,0.0
7690,2016,6,24,13,20,0.0,0.0
7690,2016,6,24,13,25,0.0,0.0
7690,2016,6,24,13,30,0.0,0.0
7690,2016,6,24,13,35,0.0,0.0
7690,2016,6,24,13,40,0.0,0.0
7690,2016,6,24,13,45,0.0,0.0
7690,2016,6,24,13,50,0.0,0.0
7690,2016,6,24,13,55,0.0,0.0
7690,2016,6,24,14,0,0.0,0.0
7690,2016,6,24,14,5,0.0,0.0
7690,2016,6,24,14,10,0.0,0.0
7690,2016,6,24,14,15,0.0,0.0
7690,2016,6,24,14,20,0.0,0.0
7690,2016,6,24,14,25,0.0,0.0
7690,2016,6,24,14,30,0.0,0.0
7690,2016,6,24,14,35,0.0,0.0
7690,2016,6,24,14,40,0.0,0.0
7690,2016,6,24,14,45,0.0,0.0
7690,2016,6,24,14,50,0.0,0.0
7690,2016,6,24,14,55,0.0,0.0
7690,2016,6,24,15,0,0.0,0.0
7690,2016,6,24,15,5,0.0,0.0
7690,2016,6,24,15,10,0.0,0.0
7690,2016,6,24,15,15,0.0,0.0
7690,2016,6,24,15,20,0.0,0.0
7690,2016,6,24,15,25,0.0,0.0
7690,2016,6,24,15,30,0.0,0.0
7690,2016,6,24,15,35,0.0,0.0
7690,2016,6,24,15,40,0.0,0.0
7690,2016,6,24,15,45,0.0,0.0
7690,2016,6,24,15,50,0.0,0.0
7690,2016,6,24,15,55,0.0,0.0
7690,2016,6,24,16,0,0.0,0.0
7690,2016,6,24,16,5,0.0,0.0
7690,2016,6,24,16,10,0.0,0.0
7690,2016,6,24,16,15,0.0,0.0
7690,2016,6,24,16,20,0.0,0.0
7690,2016,6,24,16,25,0.0,0.0
7690,2016,6,24,16,30,0.0,0.0
7690,2016,6,24,16,35,0.0,0.0
7690,2016,6,24,16,40,0.0,0.0
7690,2016,6,24,16,45,0.0,0.0
7690,2016,6,24,16,50,0.0,0.0
7690,2016,6,24,16,55,0.0,0.0
7690,2016,6,24,17,0,0.0,0.0
7690,2016,6,24,17,5,0.0,0.0
7690,2016,6,24,17,10,0.0,0.0
7690,2016,6,24,17,15,0.0,0.0
7690,2016,6,24,17,20,0.0,0.0
7690,2016,6,24,17,25,0.0,0.0
7690,2016,6,24,17,30,0.0,0.0
7690,2016,6,24,17,35,0.0,0.0
7690,2016,6,24,17,40,0.0,0.0
7690,2016,6,24,17,45,0.0,0.0
7690,2016,6,24,17,50,0.0,0.0
7690,2016,6,24,17,55,0.0,0.0
7690,2016,6,24,18,0,0.0,0.0
7690,2016,6,24,18,5,0.0,0.0
7690,2016,6,24,18,10,0.0,0.0
7690,2016,6,24,18,15,0.0,0.0
7690,2016,6,24,18,20,0.0,0.0
7690,2016,6,24,18,25,0.0,0.0
7690,2016,6,24,18,30,0.0,0.0
7690,2016,6,24,18,35,0.0,0.0
7690,2016,6,24,18,40,0.0,0.0
7690,2016,6,24,18,45,0.0,0.0
7690,2016,6,24,18,50,0.0,0.0
7690,2016,6,24,18,55,0.0,0.0
7690,2016,6,24,19,0,0.0,0.0
7690,2016,6,24,19,5,0.0,0.0
7690,2016,6,24,19,10,0.0,0.0
7690,2016,6,24,19,15,0.0,0.0
7690,2016,6,24,19,20,0.0,0.0
7690,2016,6,24,19,25,0.0,0.0
7690,2016,6,24,19,30,0.0,0.0
7690,2016,6,24,19,35,0.0,0.0
7690,2016,6,24,19,40,0.0,0.0
7690,2016,6,24,19,45,0.0,0.0
7690,2016,6,24,19,50,0.0,0.0
7690,2016,6,24,19,55,0.0,0.0
7690,2016,6,24,20,0,0.0,0.0
7690,2016,6,24,20,5,0.0,0.0
7690,2016,6,24,20,10,0.0,0.0
7690,2016,6,24,20,15,0.0,0.0
7690,2016,6,24,20,20,0.0,0.0
7690,2016,6,24,20,25,0.0,0.0
7690,2016,6,24,20,30,0.0,0.0
7690,2016,6,24,20,35,0.0,0.0
7690,2016,6,24,20,40,0.0,0.0
7690,2016,6,24,20,45,0.0,0.0
7690,2016,6,24,20,50,0.0,0.0
7690,2016,6,24,20,55,0.0,0.0
7690,2016,6,24,21,0,0.0,0.0
7690,2016,6,24,21,5,0.0,0.0
7690,2016,6,24,21,10,0.0,0.0
7690,2016,6,24,21,15,0.0,0.0
7690,2016,6,24,21,20,0.0,0.0
7690,2016,6,24,21,25,0.0,0.0
7690,2016,6,24,21,30,0.0,0.0
7690,2016,6,24,21,35,0.0,0.0
7690,2016,6,24,21,40,0.0,0.0
7690,2016,6,24,21,45,0.0,0.0
7690,2016,6,24,21,50,0.0,0.0
7690,2016,6,24,21,55,0.0,0.0
7690,2016,6,24,22,0,0.0,0.0
7690,2016,6,24,22,5,0.0,0.0
7690,2016,6,24,22,10,0.0,0.0
7690,2016,6,24,22,15,0.0,0.0
7690,2016,6,24,22,20,0.0,0.0
7690,2016,6,24,22,25,0.0,0.0
7690,2016,6,24,22,30,0.0,0.0
7690,2016,6,24,22,35,0.0,0.0
7690,2016,6,24,22,40,0.0,0.0
7690,2016,6,24,22,45,0.0,0.0
7690,2016,6,24,22,50,0.0,0.0
7690,2016,6,24,22,55,0.0,0.0
7690,2016,6,24,23,0,0.0,0.0
7690,2016,6,24,23,5,0.0,0.0
7690,2016,6,24,23,10,0.0,0.0
7690,2016,6,24,23,15,0.0,0.0
7690,2016,6,24,23,20,0.0,0.0
7690,2016,6,24,23,25,0.0,0.0
7690,2016,6,24,23,30,0.0,0.0
7690,2016,6,24,23,35,0.0,0.0
7690,2016,6,24,23,40,0.0,0.0
7690,2016,6,24,23,45,0.0,0.0
7690,2016,6,24,23,50,0.0,0.0
7690,2016,6,24,23,55,0.0,0.0
7690,2016,6,25,0,0,0.0,0.0
7690,2016,6,25,0,5,0.0,0.0
7690,2016,6,25,0,10,0.0,0.0
7690,2016,6,25,0,15,0.0,0.0
7690,2016,6,25,0,20,0.0,0.0
7690,2016,6,25,0,25,0.0,0.0
7690,2016,6,25,0,30,0.0,0.0
7690,2016,6,25,0,35,0.0,0.0
7690,2016,6,25,0,40,0.0,0.0
7690,2016,6,25,0,45,0.0,0.0
7690,2016,6,25,0,50,0.0,0.0
7690,2016,6,25,0,55,0.0,0.0
7690,2016,6,25,1,0,0.0,0.0
7690,2016,6,25,1,5,0.0,0.0
7690,2016,6,25,1,10,0.0,0.0
7690,2016,6,25,1,15,0.0,0.0
7690,2016,6,25,1,20,0.0,0.0
7690,2016,6,25,1,25,0.0,0.0
7690,2016,6,25,1,30,0.0,0.0
7690,2016,6,25,1,35,0.0,0.0
7690,2016,6,25,1,40,0.0,0.0
7690,2016,6,25,1,45,0.0,0.0
7690,2016,6,25,1,50,0.0,0.0
7690,2016,6,25,1,55,0.0,0.0
7690,2016,6,25,2,0,0.0,0.0
7690,2016,6,25,2,5,0.0,0.0
7690,2016,6,25,2,10,0.0,0.0
7690,2016,6,25,2,15,0.0,0.0
7690,2016,6,25,2,20,0.0,0.0
7690,2016,6,25,2,25,0.0,0.0
7690,2016,6,25,2,30,0.0,0.0
7690,2016,6,25,2,35,0.0,0.0
7690,2016,6,25,2,40,0.0,0.0
7690,2016,6,25,2,45,0.0,0.0
7690,2016,6,25,2,50,0.0,0.0
7690,2016,6,25,2,55,0.0,0.0
7690,2016,6,25,3,0,0.0,0.0
7690,2016,6,25,3,5,0.0,0.0
7690,2016,6,25,3,10,0.0,0.0
7690,2016,6,25,3,15,0.0,0.0
7690,2016,6,25,3,20,0.0,0.0
7690,2016,6,25,3,25,0.0,0.0
7690,2016,6,25,3,30,0.0,0.0
7690,2016,6,25,3,35,0.0,0.0
7690,2016,6,25,3,40,0.0,0.0
7690,2016,6,25,3,45,0.0,0.0
7690,2016,6,25,3,50,0.0,0.0
7690,2016,6,25,3,55,0.0,0.0
7690,2016,6,25,4,0,0.0,0.0
7690,2016,6,25,4,5,0.0,0.0
7690,2016,6,25,4,10,0.0,0.0
7690,2016,6,25,4,15,0.0,0.0
7690,2016,6,25,4,20,0.0,0.0
7690,2016,6,25,4,25,0.0,0.0
7690,2016,6,25,4,30,0.0,0.0
7690,2016,6,25,4,35,0.0,0.0
7690,2016,6,25,4,40,0.0,0.0
7690,2016,6,25,4,45,0.0,0.0
7690,2016,6,25,4,50,0.0,0.0
7690,2016,6,25,4,55,0.0,0.0
7690,2016,6,25,5,0,0.0,0.0
7690,2016,6,25,5,5,0.0,0.0
7690,2016,6,25,5,10,0.0,0.0
7690,2016,6,25,5,15,0.0,0.0
7690,2016,6,25,5,20,0.0,0.0
7690,2016,6,25,5,25,0.0,0.0
7690,2016,6,25,5,30,0.0,0.0
7690,2016,6,25,5,35,0.0,0.0
7690,2016,6,25,5,40,0.0,0.0
7690,2016,6,25,5,45,0.0,0.0
7690,2016,6,25,5,50,0.0,0.0
7690,2016,6,25,5,55,0.0,0.0
7690,2016,6,25,6,0,0.0,0.0
7690,2016,6,25,6,5,0.0,0.0
7690,2016,6,25,6,10,0.0,0.0
7690,2016,6,25,6,15,0.0,0.0
7690,2016,6,25,6,20,0.0,0.0
7690,2016,6,25,6,25,0.0,0.0
7690,2016,6,25,6,30,0.0,0.0
7690,2016,6,25,6,35,0.0,0.0
7690,2016,6,25,6,40,0.0,0.0
7690,2016,6,25,6,45,0.0,0.0
7690,2016,6,25,6,50,0.0,0.0
7690,2016,6,25,6,55,0.0,0.0
7690,2016,6,25,7,0,0.0,0.0
7690,2016,6,25,7,5,0.0,0.0
7690,2016,6,25,7,10,0.0,0.0
7690,2016,6,25,7,15,0.0,0.0
7690,2016,6,25,7,20,0.0,0.0
7690,2016,6,25,7,25,0.0,0.0
7690,2016,6,25,7,30,0.0,0.0
7690,2016,6,25,7,35,0.0,0.0
7690,2016,6,25,7,40,0.0,0.0
7690,2016,6,25,7,45,0.0,0.0
7690,2016,6,25,7,50,0.0,0.0
7690,2016,6,25,7,55,0.0,0.0
7690,2016,6,25,8,0,0.0,0.0
7690,2016,6,25,8,5,0.0,0.0
7690,2016,6,25,8,10,0.0,0.0
7690,2016,6,25,8,15,0.0,0.0
7690,2016,6,25,8,20,0.0,0.0
7690,2016,6,25,8,25,0.0,0.0
7690,2016,6,25,8,30,0.0,0.0
7690,2016,6,25,8,35,0.0,0.0
7690,2016,6,25,8,40,0.0,0.0
7690,2016,6,25,8,45,0.0,0.0
7690,2016,6,25,8,50,0.0,0.0
7690,2016,6,25,8,55,0.0,0.0
7690,2016,6,25,9,0,0.0,0.0
7690,2016,6,25,9,5,0.0,0.0
7690,2016,6,25,9,10,0.0,0.0
7690,2016,6,25,9,15,0.0,0.0
7690,2016,6,25,9,20,0.0,0.0
7690,2016,6,25,9,25,0.0,0.0
7690,2016,6,25,9,30,0.0,0.0
7690,2016,6,25,9,35,0.0,0.0
7690,2016,6,25,9,40,0.0,0.0
7690,2016,6,25,9,45,0.0,0.0
7690,2016,6,25,9,50,0.0,0.0
7690,2016,6,25,9,55,0.0,0.0
7690,2016,6,25,10,0,0.0,0.0
7690,2016,6,25,10,5,0.0,0.0
7690,2016,6,25,10,10,0.0,0.0
7690,2016,6,25,10,15,0.0,0.0
7690,2016,6,25,10,20,0.0,0.0
7690,2016,6,25,10,25,0.0,0.0
7690,2016,6,25,10,30,0.0,0.0
7690,2016,6,25,10,35,0.0,0.0
7690,2016,6,25,10,40,0.0,0.0
7690,2016,6,25,10,45,0.0,0.0
7690,2016,6,25,10,50,0.0,0.0
7690,2016,6,25,10,55,0.0,0.0
7690,2016,6,25,11,0,0.0,0.0
7690,2016,6,25,11,5,0.0,0.0
7690,2016,6,25,11,10,0.0,0.0
7690,2016,6,25,11,15,0.0,0.0
7690,2016,6,25,11,20,0.0,0.0
7690,2016,6,25,11,25,0.0,0.0
7690,2016,6,25,11,30,0.0,0.0
7690,2016,6,25,11,35,0.0,0.0
7690,2016,6,25,11,40,0.0,0.0
7690,2016,6,25,11,45,0.0,0.0
7690,2016,6,25,11,50,0.0,0.0
7690,2016,6,25,11,55,0.0,0.0
7690,2016,6,25,12,0,0.0,0.0
7690,2016,6,25,12,5,0.0,0.0
7690,2016,6,25,12,10,0.0,0.0
7690,2016,6,25,12,15,0.0,0.0
7690,2016,6,25,12,20,0.0,0.0
7690,2016,6,25,12,25,0.0,0.0
7690,2016,6,25,12,30,0.0,0.0
7690,2016,6,25,12,35,0.0,0.0
7690,2016,6,25,12,40,0.0,0.0
7690,2016,6,25,12,45,0.0,0.0
7690,2016,6,25,12,50,0.0,0.0
7690,2016,6,25,12,55,0.0,0.0
7690,2016,6,25,13,0,0.0,0.0
7690,2016,6,25,13,5,0.0,0.0
7690,2016,6,25,13,10,0.0,0.0
7690,2016,6,25,13,15,0.0,0.0
7690,2016,6,25,13,20,0.0,0.0
7690,2016,6,25,13,25,0.0,0.0
